adwell {"v":["allure","attract"]}
Lindsey {"x":["division of Lincolnshire, England","former kingdom in Great Britain","village in Babergh district, Suffolk, England","habitational surname","unisex given name"]}
Tattersall {"x":["surname"]}
-grave {"x":[]}
Claus {"x":["Fictitious surname of Santa Claus and Mrs Claus"]}
gilden {"a":["Golden"]}
Irma {"x":["female given name from the Germanic languages","unincorporated community in Wisconsin"]}
tummler {"n":["lively man","facilitator"]}
Beverley {"x":["surname","given name","town"]}
Hayden {"x":["town in Alabama","town in Arizona","town in Colorado","city in Idaho"]}
a- -ing {"x":["Used to form present participles and verbal nouns"]}
stime {"n":["glimpse"]}
yfed {"v":["past participle of feed"]}
belast {"a":["burdened","charged","bound"]}
overflown {"v":["overflowed"]}
thousandfold {"a":["thousandfold","thousand-part"],"r":["thousandfold"]}
Haight {"x":["surname","locality","street"]}
Payton {"x":["surname","given name"]}
noone {"n":["noon"]}
selfheal {"n":["plant"]}
Loiner {"n":["native"]}
maun {"v":["must"]}
Ulrica {"x":["female name"]}
skrike {"v":["cry","sob","scream"]}
wynd {"n":["lane","alley","path","stack"]}
broch {"n":["tower"]}
Landon {"x":["surname"]}
ealdorman {"n":["chief"]}
poind {"n":["seizure"],"v":["seize"]}
hamesucken {"n":["assault"]}
underdo {"v":["subject","undercook","underachieve","underperform"]}
Wilbur {"x":["surname","name"]}
Rylan {"x":["surname","given name"]}
yourn {"n":["Yours"]}
Braintree {"x":["town","city"]}
all- {"x":["complete"]}
wud {"a":["Mad"]}
Wilberforce {"x":["surname","politician","place name"]}
staking {"n":["staking"]}
laverock {"n":["lark"]}
hoven {"v":["heaved"]}
-eous {"x":["having the characteristics of"]}
rosen {"a":["rosy","rose-colored","ruddy"]}
sea-star {"n":["star"]}
Bradshaw {"x":["place","village","hamlet","surname"],"n":["guide","timetable"]}
under- {"x":["Beneath","Less than","Deficient","Subordinate"]}
Eostre {"x":["goddess","Spring festival"]}
Mother's Night {"x":[]}
there be {"v":["exists"]}
Ulric {"x":["given name"]}
dave {"v":["soften","relieve","calm"]}
linge {"v":["work"]}
over-ridden {"v":["overridden"],"a":["overridden"]}
knez {"n":["duke","leader"]}
-most {"x":["furthest"]}
Tue {"x":["Tiw"]}
Brownrigg {"x":["surname"]}
so that {"p":["purpose","intent"],"i":["purpose","intent"]}
lote {"v":["lurk"]}
fruit-bearing {"n":["fruit-bearing"],"a":["fruit-bearing"]}
for the love of God {"p":["exasperation"],"i":["exasperation"]}
godfearing {"a":["devout","religious"]}
atman {"n":["self"]}
dawk {"v":["puncture","gash"],"n":["crack"]}
Holy Book {"x":["The Bible"]}
by George {"r":["By God!"]}
Rainer {"x":["surname"]}
Elfreda {"x":["female given name"]}
cheesemaker {"n":["cheesemaker"]}
Busse {"x":["surname"]}
unbury {"v":["dig up"]}
unbearded {"a":["beardless"]}
whatso {"n":["whatsoever"],"a":["whatsoever"]}
Godwin {"x":["surname"],"n":["mention"]}
bethinking {"v":["bethink"]}
Hildegard {"x":["female name"]}
-'s {"x":["Possessive marker","Purpose","Quantity","Relationship"]}
puttock {"n":["rapacious person"]}
hoit {"v":["romp","caper"]}
esne {"n":["slave"]}
mought {"v":["might","may"]}
lawe {"v":["cut"],"n":["law"]}
tee hee {"x":["giggle"],"v":["titter"]}
righter {"n":["justice-doer"],"a":["more right"]}
reapeth {"v":["reap"]}
gladder {"a":["more glad"],"v":["gladden"]}
rooves {"n":["roofs"]}
burier {"n":["burier"]}
Rowley {"x":["hamlet","village","tiny city","town","unincorporated community"]}
Gatwick {"x":["airport"]}
dweomer {"n":["aura","spell"]}
fastly {"r":["securely"]}
what if {"r":["speculation"]}
Middle Earth {"x":["Midgard"]}
izle {"n":["spark","ember","cinder"]}
-scape {"x":["shape","view","space"]}
Hedwig {"x":["female name"]}
welk {"v":["wither","wane","soak","thrash","shorten","wrinkle"]}
-and {"x":["suffix"]}
Everard {"x":["surname"]}
in twain {"p":["asunder"],"i":["asunder"]}
Enzo {"x":["male name"]}
teend {"v":["kindle","burn"]}
ballow {"a":["Round"]}
needly {"r":["Urgently"]}
shoon {"n":["shoes"]}
sneap {"v":["nip","rebuke","offend"],"n":["rebuke"]}
sevennight {"n":["week"]}
Everton {"x":["placename","habitational surname","male given name","football club"]}
kytle {"n":["jacket"]}
-burgh {"x":["suffix"]}
bur- {"x":["Placename prefix"]}
-borough {"x":["Placename suffix, indicated site of a fortified place"]}
-bury {"x":["placename"]}
coon's age {"n":["time"]}
heiti {"n":["epithet"]}
up- {"x":["increase","higher"]}
leme {"n":["gleam"],"v":["shine"]}
thair {"v":["need"]}
outen {"p":["out","out of"],"i":["out","out of"],"a":["strange","peculiar"]}
thirtyfold {"a":["thirtyfold"],"r":["thirtyfold"]}
Londonish {"a":["London-like"]}
down- {"x":["Decrease","Lower"]}
sipe {"n":["drain"],"v":["cut grooves","drain","seep"]}
Aylmer {"x":["name","surname","town"]}
Buckland {"x":["England","Buckinghamshire","Devon","Devon","Gloucestershire","Hampshire","Hampshire","Hertfordshire","Kent","Oxfordshire","Surrey","Saskatchewan","United States","Alaska","Massachusetts","Ohio","Virginia","Queensland","Tasmania","New Zealand","surname"]}
Aighton {"x":["hamlet"]}
Addington {"x":["village","hamlet","town","suburb"]}
Adlington {"x":["placename","village","town","surname"]}
Aegenwulf {"x":["male given name"]}
Accrington {"x":["town"]}
Aegen {"x":["name"]}
Ainsdale {"x":["village"]}
Alkincoats {"x":["area"]}
Catterall {"x":["village","surname"]}
Aldcliffe {"x":[]}
Allerton {"x":["village in Illinois, United States","small city in Iowa, United States","neighborhood of the Bronx, New York City","habitational surname from Old English"]}
Ainsworth {"x":["state park","habitational surname","village","city"]}
Altham {"x":["village","surname"]}
Ancoats {"x":["area in Manchester"]}
Angerton {"x":["village","settlement"]}
Anglezarke {"x":["place"]}
Anderton {"x":["village","surname"]}
Appley {"x":["suburb","hamlet","village"]}
Ardwick {"x":["area"]}
Aspull {"x":["village"]}
Audenshaw {"x":["town"]}
Astley {"x":["placename","habitational surname"]}
Ayside {"x":["hamlet"]}
Aughton {"x":["placename","village","hamlet","surname"]}
forbite {"v":["bite"]}
Reeth {"x":["small town"]}
unknit {"v":["unravel"],"a":["unsewn"]}
Leighton {"x":["surname","unisex given name"]}
Roch {"x":["river","village"]}
inlaw {"v":["clear of outlawry"]}
Vltava {"x":["major river"]}
Sherlock {"x":["detective"],"v":["deduce","search"]}
-kind {"x":["class"]}
ramsons {"n":["wild chives"]}
no less {"r":["even","equally"]}
speel {"v":["play","sport"],"n":["game"]}
Buxton {"x":["placename:"]}
Nibley {"x":["village","community","city","surname"]}
Wendell {"x":["surname"]}
rackie {"n":["parrel"]}
Westbrook {"x":["town in Middlesex County, Connecticut","city in Cumberland County, Maine","minor city in Cottonwood County, Minnesota","ghost town in Pemiscot County, Missouri","minor city in Mitchell County, Texas","hamlet in Boxford parish, West Berkshire district, Berkshire","suburb in Burtonwood and Westbrook parish and Great Sankey parish, Warrington borough, Cheshire","hamlet in Clifford parish, western Herefordshire","western suburb of Margate, Thanet borough, Kent","hamlet in Bromham parish, Wiltshire","coastal village in KwaZulu-Natal province, South Africa","rural town in Toowoomba Region, Queensland, Australia","suburb of Palmerston North, New Zealand"]}
Radnor {"x":["Radnorshire"],"n":["sheep"]}
raik {"n":["walk","range"],"v":["graze","wander"]}
Burgundian {"n":["person descended from natives of Burgundy","descendant of the Burgundians"],"x":["Burgundian Oïl language"],"a":["Pertaining to Burgundy"]}
Dunstan {"x":["given name","surname"]}
lande {"n":["land"]}
-teen {"x":["thirteen","nineteen"]}
miswrite {"v":["miswrite"],"n":["miswrite"]}
dast {"v":["dare"]}
heddle {"n":["component","sets"],"v":["thread"]}
earth-fast {"a":["firm","planted","difficult"]}
gowl {"v":["howl"]}
halmote {"n":["court"]}
wrine {"n":["wrinkle"]}
Crist {"x":["surname"]}
-ty {"x":["Nonproductive suffix indicating single-digit integer multiples of ten"]}
Aagaard {"x":["Scandinavian surname"]}
Humbert {"x":["male given name"]}
bewind {"v":["wrap","twine"]}
pratt {"n":["prat"]}
Salopian {"n":["Shropshire"],"a":["Shropshire","Shrewsbury"]}
Barlow {"n":["Barlow lens"]}
snig {"n":["small eel"]}
Amory {"x":["surname"]}
erme {"v":["grieve"]}
Emery {"x":["surname","male name","female name","mineral","city","town"]}
yarwhelp {"n":["godwit"]}
ybent {"v":["bent"]}
tret {"v":["treated"]}
waterflood {"n":["inundation"],"v":["pump"]}
expone {"v":["explain"]}
Son of God {"x":["Jesus"]}
Cotton {"x":["village","surname"]}
valkyrie {"n":["attendant"]}
thereout {"r":["outside"]}
broomy {"a":["bushy"]}
barse {"n":["perch","fish"]}
gomeral {"n":["fool","simpleton"]}
yeuk {"n":["itch"],"v":["itch"]}
Cramlington {"x":["town"]}
brotherless {"a":["brotherless"]}
noonmeat {"n":["midday meal"]}
stonehard {"a":["stonehard"]}
meese {"n":["meese"]}
nother {"n":["Neither"],"a":["Neither"]}
gote {"n":["drain","drainage pipe","miry place"]}
Aa {"x":["river in France","river in Netherlands","river in Germany","village in Estonia","surname"]}
shoad {"n":["fragments"],"v":["seek","distributed"]}
weren {"v":["were"]}
laith {"n":["barn"]}
barghest {"n":["ghost","wraith","hobgoblin","elf","spirit"]}
wifehood {"n":["wifeliness"]}
Johansen {"x":["surname"]}
-se {"x":["Creates denominatives from adjective or nouns","When attached to certain adjectives, it forms a transitive verb whose meaning is, to make"]}
glazen {"a":["glassy"]}
-k {"x":["suffix"]}
liftshaft {"n":["liftshaft"]}
Remington {"x":["surname","given name","town","neighborhood","hamlet"],"n":["gun","typewriter"]}
overread {"v":["peruse","overinterpret","overanalyze","read excessively"],"a":["well-read"]}
maegth {"n":["clan","tribe","stock","race","people"]}
shoop {"n":["sheep"]}
mustest {"v":["had to"]}
bubba {"n":["Brother","working-class white male"]}
knucker {"n":["dragon"]}
cag {"n":["knob","stump","rent"]}
-s- {"x":["Genitival interfix"]}
knep {"v":["nibble","graze","pick","clasp","tie"],"n":["kneppars"]}
Royal {"x":["surname"],"n":["fan"]}
Danelaw {"x":["Scandinavia-law"]}
seawolf {"n":["fish","people"]}
Hereward {"x":["name"]}
yif {"p":[],"i":[]}
lovelily {"r":["admirably","beautifully","wonderfully","amiably","kindly"]}
holily {"r":["sanctity"]}
munted {"a":["drunk","dumb","damaged"]}
ghostless {"a":["dead"]}
Walsh {"x":["hamlet","hamlet","town","community"]}
sandblind {"a":["dim-sighted"]}
misteach {"v":["teach incorrectly"]}
saltness {"n":["saltiness"]}
slöjd {"n":["handicraft"]}
Winterbourne {"x":["village","parish","surname"]}
twitchel {"n":["ginnel"]}
Onley {"x":["placename:","deserted medieval village in Barby parish, Northamptonshire, England","town in Accomack County, Virginia, United States"]}
Ermengarde {"x":["female given name"]}
lattermath {"n":["later result","further developments"]}
whimberry {"n":["bilberry"]}
bispel {"n":["parable"]}
-ern {"x":["Added to the names of directions to form adjectives"]}
London Town {"x":["town"]}
-red {"x":["suffix"]}
Deighton {"x":["placename","village","suburb","surname"]}
wost {"v":["know"]}
thereover {"r":["Over that"]}
forhold {"v":["hold"]}
hogh {"n":["hill","cliff"]}
hoggan {"n":["pork pasty"]}
hards {"n":["tow"]}
nauther {"n":["Neither"],"r":["Neither"]}
Buckley {"x":["placename:","town","locality","village","habitational surname"]}
yowe {"n":["ewe"]}
Royston {"x":["town","village","suburb","hamlet","city","ghost town"]}
Blythe {"x":["surname","forename","town","river"]}
salband {"n":["border"]}
cuttlebone {"n":["bone"]}
sixtyfold {"a":["multiple of sixty"],"r":["factor of sixty"]}
throtteen {"n":["Thirteen"]}
blick {"n":["brightening","iridescence","process"],"v":["exhibit","shine"]}
geteld {"n":["tent"]}
awreak {"v":["avenge"]}
wonderly {"a":["wondrous"],"r":["wonderfully","exceedingly"]}
woodness {"n":["madness","fury"]}
beleave {"v":["abandon","remain"]}
frush {"n":["thrush"]}
hoke {"n":["hook"]}
raught {"v":["reck"]}
findest {"v":["find"]}
loaden {"v":["loaded"]}
Kimber {"x":["surname"]}
vinney {"n":["cheese"]}
flenser {"n":["flenser"]}
hate speech {"n":["Speech that attacks or disparages a person or group of persons on the basis of origin, race, nationality, ethnicity, color, religion, gender, sexual orientation, or disability"]}
winne {"n":["joy","delight","pleasure"],"a":["enjoyable","delightful"]}
strongness {"n":["strength"]}
shamefastness {"n":["shamefastness"]}
sallowy {"a":["yellowish"]}
shaftment {"n":["unit of length","width of the fist"]}
youngly {"a":["youthful"]}
in fine fettle {"p":["fit"],"i":["fit"]}
rivel {"v":["shrivel","wrinkle"],"n":["wrinkle","rimple"]}
Eda {"x":["female"]}
slicht {"a":["bad"]}
Stansfield {"x":["habitational surname","small village"]}
Malton {"x":["placename"]}
portman {"n":["burgess"]}
Croft {"x":["surname","village","parish","borough","district","community"]}
Rider {"x":["surname"]}
unbegun {"a":["unstarted"]}
anhungered {"a":["Hungry"]}
knowen {"v":["known"]}
awrath {"v":["anger","enrage"]}
œthel {"n":[]}
manless {"a":["Without a man or men"]}
shog {"n":["shake"],"v":["shake","depart"]}
Aston {"x":["placename","suburban village","commune","township","surname","place in England","hamlet","village","hamlet","village","hamlet","village","village","hamlet","village","hamlet","district"],"n":["car"]}
unshoe {"v":["unshoe"]}
mermaiden {"n":["mermaid"]}
fleshmeat {"n":["flesh"]}
ted {"v":["spread"]}
tobreak {"v":["crush","break apart"]}
misborn {"a":["abortive","illegitimate"]}
warely {"r":["watchfully"]}
youthly {"a":["Youthful"]}
unwares {"r":["suddenly"]}
tway {"n":["Two"]}
meadwort {"n":["Meadowsweet"]}
berisp {"v":["reprove"]}
betrap {"v":["catch","entrap","ensnare","enclose"]}
bewake {"v":["guard","awaken","watch","observe"]}
wisse {"v":["show","teach","inform","guide","direct"]}
belove {"v":["believed"]}
blay {"n":["bleak"]}
southron {"a":["southern","English","Southern"],"n":["southerner","Englishman","Lowlander","Southerner"]}
astart {"v":["startle","start up","escape"],"r":["suddenly"]}
unsharp {"a":["blurry","blunt"],"v":["sharpen"]}
frory {"a":["frosty","frozen"]}
halfendeal {"n":["half"],"r":["Half"]}
yold {"v":["yielded"]}
yewen {"a":["yew-wooden"]}
smoor {"v":["suffocate","smother"]}
dize {"v":["dizen","distaff"]}
lifeway {"n":["lifestyle","behavior"]}
flacker {"v":["flutter","flicker"]}
washen {"v":["wash"],"a":["clean"]}
buller {"v":["bellow","force"]}
inlead {"v":["conduct"],"n":["conduit"]}
yolden {"v":["yielded"]}
outlead {"v":["lead out","encourage"],"n":["electrical lead"]}
mouldwarp {"n":["mole"]}
krantz {"n":["wall"]}
cropen {"v":["crept"]}
crope {"v":["crept"]}
snudge {"v":["hoard"],"n":["miser"]}
bursten {"v":["past participle of burst"],"a":["broken","ruptured","hernia"]}
kvell {"v":["boast","gloat"]}
staniel {"n":["kestrel","windhover"]}
Digby {"x":["suburb","village","town","habitational surname","male given name","barony"],"n":["Ellipsis of Digby chicken"]}
under the sun {"p":["In existence"],"i":["In existence"]}
daywork {"n":["day's work","day labour"]}
teenty {"n":["hundred"]}
beliven {"v":["trusted"]}
thro {"a":["eager","bold"]}
ungood {"a":["bad","wicked","evil"]}
spearwort {"n":["plant"]}
eyren {"n":["plural"]}
winterbourne {"n":["stream"]}
forcasten {"a":["fallen","cast off","abandoned"]}
quernstone {"n":["stone"]}
beal {"n":["pustule"]}
elsewhat {"n":["anything"]}
waybread {"n":["plantain"]}
snozen {"v":["sneezed"]}
Amherst {"x":["town in Massachusetts"],"n":[]}
nailless {"a":["nailless"]}
nug {"n":["lump","block"]}
hewe {"n":["servant"]}
tarre {"v":["provoke"]}
shink {"v":["pour","serve"]}
hummel {"n":["stag"],"v":["remove horns","separate from awns"]}
