WORD,ANG. SPEL.,MEANING,KIND,FOREBEAR,FROM,NOTES,TAGS
spar,,"᛫ shiny , crystalline , non-metallic mineral that cleaves easily into chips or flakes ᛫",N,~,NE‹N,[CED],
spare,,᛫ an extra ᛭ to refrain from killing or hurting ᛭ unoccupied ᛫ extra ᛫,N᛭V᛭AJ,~[spær],NE,,
sparhawk,sparhaƿk,᛫ the Accipiter nisus bird ( Eurasian sparrowhawk ) ᛫,N,sparhauk,ME,,
sparkler,sparkeller,᛫ a diamond ( informal ) ᛫ a kind of firework that leaves a trail of sparkles ᛫ sparkling wine ᛫,N,~,NE,[MW],
sparling,,᛫ an Osmeridae fish ᛫,N,~,NE,,
sparlire,,᛫ a calf ( of a leg ) ᛫,N,sparlire,ME,,
sparrowgrass,sparroƿgrass,᛫ asparagus ᛫,N,~,NE,eggcorn term,
sparstone,,᛫ gypsum ᛫ hydrous calcium sulphate ᛫,N,sparrestone[spærstān],ME,,
speakeath,speakeað,᛫ a speakeasy ᛫,N,speak+eathe,NE+ME,calque: speakeasy,
speakle,speakel,᛫ talkative ᛫ loquacious ᛫,AJ,sprecol,OE,,
speal,,᛫ to save ᛫ to reserve ᛫ to refrain from using or consuming ᛫ to relieve ᛫ to spare ᛫,V,spēlen[spelian],ME,,
spearhalf,,᛫ the male line of descent ᛫,N,sperehealf,OE,,
speck,,᛫ a tiny spot ᛫ a tiny stain ᛫ a tiny particle ᛫,N,~,NE,,
speechcraft,speeccraft,᛫ skill in speech ᛫ rhetoric ᛫ grammar ( esp spoken grammar as opposed to written ) ᛫,N,~,NE,,
speechhouse,speechuse,᛫ an auditorium ᛫,N,sprǣchūs,OE,,
speechlore,speeclore,᛫ linguistics ᛫ philology ᛫,N,~,NE,,
speechly,speeclig,᛫ linguistic ᛫,AJ,speech+ly,NE×2,calque: sprachlich,
speed,,᛫ success ᛭ to succeed ᛫ to assist ᛫ to accomplish ᛫ to complete ᛫ to hasten ᛫,N᛭V,speed&spẹ̄de&spẹ̄den,NE&ME&ME,found in: godspeed,
speedful,,᛫ successful ᛫ prosperous ᛫,AJ,spedeful,ME,,
speld,,᛫ a splinter ᛫ a thin piece of wood used as a torch ᛫ a torch ᛫,N,speld,OE,,
spelk,,᛫ a splinter ᛭ to splinter ᛫,N᛭V,~,NE,"""splinter"" is Dutch",
spell,,᛫ a story ᛫ a narrative ᛫ speech with a magical effect ᛫ a state of enchantment ᛫,N,~[spell],NE,,
spell,,᛫ a short period ᛫ a period spent in an activity ᛭ to represent ᛫ to substitute ᛫ to relieve ( to take the place of ) ᛫,N᛭V,spell&spelen&spelian,NE&ME&OE,,
spellbind,,᛫ to fascinate ᛫ to hold the complete attention of someone as though by magic ᛫,V,~,NE,,
spellbinding,,᛫ fascinating ᛫ engrossing ᛫,AJ,~,NE,,
spellboder,,᛫ a messenger who relays a story or narrative ᛫,N,spellboda,OE,,
spellbound,spellbund,᛫ fascinated ᛫ entranced ᛫,AJ,~,NE,,
speller,,᛫ a representative ᛫ a substitute ᛫,N,spala{speliend/spāle},OE,,
spew,speƿ,᛫ vomit ᛫ puke ᛭ to vomit ᛫ to puke ᛫ to discharge violently ᛫,N᛭V,~,NE,,
spiderfear,,᛫ arachnophobia ᛫,N,spider+fear,NE×2,,
spild,,᛫ to destroy ᛫,V,spildan,OE,,
spill,,᛫ to play ᛫ to revel ᛫,N᛭V,spilen&spilian,ME&OE,,
spill,,᛫ a spill ᛭ to spill ᛫ to waste ᛫,N᛭V,spill&spillan{aspillen},NE&OE,,
spiller,,᛫ a player ᛫ a jester ᛫,N,spilere{spillend},OE,,
spilth,spilð,᛫ spillage ᛫ material that is spilt ᛫,N,~,NE,,
spin,,᛫ circular or rotatory movement ᛭ to revolve ᛫ to rotate ᛫ to gyrate ᛫ to whirl ᛫ to contrive ᛫ to devise ᛫ to concoct ᛫,N᛭V,~,NE,[OED] ᛫ PST/PTCP: spun,
spind,,᛫ fat ᛫,N,spind,OE,,
spindle,spindel,᛫ an axis ᛫,N,~,NE,,
spindlehalf,spindelhalf,᛫ the female line of descent ᛫,N,spinlehealf,OE,,
spindleshanks,spindelscanks,᛫ a thin lanky person with long legs ᛫,N,~,NE,,
spinner,,᛫ a spinneret ᛫,N,~,ANE,[OED],
spinster,,᛫ a woman who spins cloth ᛫ an unmarried woman ( esp one beyond the usual age for marriage ) ᛫,N,~,NE,,
spir,,᛫ to inquire ᛫ to interrogate ᛫ to investigate through inquiry ᛫ to check for something ᛫,V,spiren[spyrian],ME,or: speer (Scotland),
spird,,᛫ a stadium ᛫ a racetrack ᛫ a racecourse ᛫,N,spyrd,OE,,
spirglass,,᛫ a telescope ᛫,N,spiren+glass,ME+NE,calque: spyglass,
spit,,᛫ a dash ( — ) ᛫ a hyphen ( - ) ᛫,N,~,ANE,,
spitbox,,᛫ a spittoon ᛫ a cuspidor ᛫ a salivarium ᛫,N,~,ANE‹(NE+NE‹‹H),[OED],
spitbreed,,᛫ meat cooked on a spit ᛫ a kebab ᛫,N,spit+brēd,NE+ME,calque: spitroast,
spitch,spic,᛫ bacon ᛫,N,spich/spik,ME,kin: speck ᛫ or: spick,
spittle,spittel,᛫ saliva ᛫,N,~,NE,,
spittle,spittel,᛫ a spadelike tool with two or more prongs ᛫,N,spitel,ME,,
spittlewort,spittelƿurt,᛫ an Anacyclus pyrethrum plant ( pellitory ) ᛫,N,~,ANE,[OED],
spokebone,,᛫ a radius ( bone ) ᛫,N,~,NE,or: wandbone,
spokesman,,᛫ a representative of a group or an individual ᛫,N,~,NE,,
spoonwort,spoonƿurt,᛫ a Cochleara plant ( scurvygrass ) ᛫,N,~,ANE,[OED],
spoor,,᛫ a trace ᛫ a track ᛫ a vestige ᛫,N,spor,OE,kin: spoor (from Dutch),
spore,,᛫ a track ᛫ a trace ᛫ a vestige ᛫,N,spore&spor,ME&OE,,
spot,,᛫ an area ᛫,N,~,NE,,
spow,spoƿ,᛫ to succeed ᛫ to be successful ᛫,V,spōwan,OE,,
sprank,,᛫ a shoot ᛫ a twig ᛫ a sprig ᛫,N,spranc,OE,,
sprat,,᛫ a Sprattus fish ᛫,N,~,NE,,
sprawl,spraƿl,᛫ a disorganized unattractive expanse ᛭ spread out over a large area in an untidy or irregular way ᛫,N᛭AJ,~[spreawlian],NE,,
sprawling,spraƿling,᛫ expansive ᛫ extensive ᛫,AJ,~,NE,,
sprent,,᛫ sprinkled over ᛫,AJ,~,NE,,
sprind,,᛫ vigorous ᛫ active ᛫,AJ,sprind[springd],ME,,
spring from,,᛫ to be caused by [ᛏ] ᛫,V,~,NE,,
spring green,,᛫ mint green ᛭ of mint green hue ᛫,N᛭AJ,~,NE,,[colour]
springbed,,᛫ a spring mattress ᛫,N,~,NE,,
springe,,᛫ to sprinkle ᛫ to scatter ᛫ to disperse ᛫,V,sprengen,ME,,
springly,springlig,᛫ vernal ᛫,AJ,~,NE,,
springtime,,᛫ the spring season ᛫,N,~,NE,or: springtide (attested),[CED]
springy,springig,᛫ elastic ᛫ resilient ᛫ bouncy ᛫ lively ᛫ energetic ᛫ jaunty ᛫,AJ,~,NE,[OED],
spry,sprie,᛫ agile ᛫ featly ᛫ gracile ᛫,AJ᛭AV,~,NE,,
spur,,᛫ an incentive ᛭ to incentivize ᛫,N᛭V,~,NE,,
spurn,,᛫ to reject with scorn ᛫ to refuse to use ᛫ to kick ᛫,V,~,NE,,
spurrier,,᛫ a searcher ᛫ an explorer ᛫ an investigator ᛫ a spy [ᚹ] ᛫,N,āspyrgend,OE,,
squeezebox,scƿeesbox,᛫ an accordion ᛫ a concertina ᛫,N,squeeze-box,NE‹(E+H),colloquial word,
squelch,scƿelc,᛫ to squash ᛫ to crush ᛫ to tread and make splashing sounds ᛫,V,~,NE,or: quelch ᛫ first appears in Early Modern English,
squidflesh,scƿidflesc,᛫ calamari ᛫,N,squid+flesh,NE,,
squirt,scƿirt,᛫ a syringe ᛫ liquid which is spirting ᛭ to spirt out a liquid ᛫,N᛭V,~[scqwyrt],NE,first appears in Late Middle English,
staddle,staddel,᛫ a foundation ᛫ a base ᛫ a prop ᛫ a support ᛭ to base ᛫ to prop ᛫ to support ᛫,N᛭V,~,NE,or: stathel (older),
staddlely,staddelig,᛫ fundamental ᛫ basic ᛫,AJ,staddle+y,NE×2,,
staddler,staddeller,᛫ a founder ᛫,N,staþoliend,OE,,
staff,,᛫ a letter ( like A B or C ) ᛫ a written character ᛫,N,staf&stæf,ME&OE,,
staffay,staffag,᛫ a combination of letters which forms a syllable or a diphthong ᛫,N,stæfgefēg,OE,,
staffcraft,,᛫ grammar ( as in the art of letters spelling and punctuation ) ᛫,N,stæfcræft,OE,,
staffkind,,᛫ a font ᛫ a typeface ᛫,N,staff+kind,NE×2,,
staffleighter,staffleigter,᛫ a grammatical error ᛫ a typo ᛫,N,stæfleahter,OE,,
stafflither,staffliðer,᛫ a ballista ᛫,N,stæfliþere,OE,,
stafflore,,᛫ orthography ᛫,N,staff+lore,NE×2,,
staffly,stafflig,᛫ literal ᛫ letter-like ᛭ literally ᛫,AJ᛭AV,stafī/staffliȝ[stæflīc],ME,,
staffrow,staffroƿ,᛫ an alphabet ᛫,N,stæfrǣw,OE,,
staffwise,staffƿise,᛫ literate ᛫ lettered ᛫,AJ,stæfwīs,OE,,
staffword,staffƿord,᛫ an acronym ᛫,N,staf+word,ME+NE,calque: letterwoord,
stag,,᛫ a male deer ᛫,N,~[stagge],NE,,
stair,stager,᛫ precipitous ( as in steep ) ᛫,AJ,steire[stǣger],ME,,
stake,,᛫ a post ᛫ a post on which a gambling wager is placed ᛫ a wager ᛫ a bet ᛭ to wager ᛫ to bet ᛫,V,stake&stāke,NE&ME,,
stal,,᛫ klepto- ᛫,PREFIX,stæl,OE,stælhere = thieving army ? stælgiest = thieving ghost ?,
stale,,᛫ a rung in a ladder ᛫ a position in a series ᛫ a tier ᛫,N,stāle[stalu],ME,,
stale,,᛫ robbery ᛫ larceny ᛫ purloining ᛫,N,stāle[stalu],ME,kin: steal,
stalk,,᛫ a main stem of something ᛫,N,~,NE,,
stalk,,᛫ to pursue stealthily ᛫,V,~[stealcung],NE,,
stalworth,stalƿorð,᛫ brave ᛫ courageous ᛫,AJ,~,NE,or: stalwart,
stand,,᛫ to exist ( esp of inanimate things ) ᛫,V,~,NE,,
stand,,᛫ a stance ᛫,N,~,NE,,
stand for,,᛫ to represent ᛫ to symbolize ᛫,V,~,NE,,
standalone,,᛫ an independent thing ᛭ independent ᛫,N᛭AJ,~,NE,,
standcock,,᛫ a vertical pipe connected to a water supply ᛫ a hydrant ᛫ a fire hydrant ᛫,N,~,NE,[OED],
standin,,᛫ a substitute ᛫,N,stand-in,NE,,
standing,,᛫ status ᛫ a status ᛫ a reputation within a group ᛫,N,~,NE,,
standing stone,,᛫ a monolith ᛫ a menhir ᛫ a stele ᛫ a lith ᛫ an orthostat ᛫,N,~,NE,[OED],
standoffish,standoffisc,᛫ anti-social ᛫ unsociable ᛫ socially cold ᛫,AJ,~,NE,,
stannel,,᛫ a kestrel ᛫,N,~[stāngella],NE,,
staple,stapel,᛫ a bar or wire meant for holding things together through piercing and bending ᛫ a pillar ᛫ a column ᛫ a post ᛫,N,staple&stapol,NE&OE,,
star,,᛫ an asterisk ( * ) ᛫ a celebrity ᛫,N,~,NE,,
starburst,,᛫ a supernova ᛫,N,~,NE,[OED],
stardom,,᛫ celebrity ( as in the status ) ᛫,N,~,NE,,
stark,,᛫ stiff ᛫ rigid ᛫ solid ᛫ strong ᛫ severe ᛫ unpleasantly or sharply clear ᛫ severe or bare in appearance ᛫,AJ,~[stark],NE,,
starken,,᛫ to make unbending or inflexible ᛫ to stiffen ᛫ to make obstinate ᛫,V,~,NE,,
starly,starlig,᛫ astral ᛫,AJ,~,NE,,
starship,starscip,᛫ a spaceship ᛫ a spacecraft ᛫,N,~,NE,,
starshower,starscoƿer,᛫ an astrologer ᛫,N,steorscēawere,OE,,
start,,᛫ a tail ᛫,N,stert[steort],ME,,
startail,startagl,᛫ a Phaethon bird ( a tropicbird ) ᛫,N,~,NE,also: boatswainbird,
starter,,᛫ an appetizer ᛫ an entrée ᛫ an apéritif ᛫ an hors d'oeuvre ᛫,N,~,NE,,
startoken,,᛫ a constellation ᛫,N,star+token,NE×2,,
starving,starfing,᛫ starvation ᛫,N,~,NE,,
starwatch,starƿac,᛫ an observatory ᛫,N,star+watch,NE×2,calque: sterrenwacht,
stath,stað,᛫ a bank ᛫ a shore ᛫ land bordering water ᛫ a wharf ᛫,N,stath[stæþ],ME,"""wharf"" meaning may be from Norse influence",
stave off,stafe,᛫ to prevent ᛫ to avert ᛫ to ward off ᛫ to keep away ᛫,V,~,NE,,
stead,,᛫ a station ᛫ a place ᛫,N,~,NE,,
steadfast,,᛫ steady ᛫ unmoving ᛫ loyal ᛫,AJ,~,NE,,
steadfastness,,᛫ loyalty ᛫,N,~,NE,,
steadname,,᛫ a toponym ᛫ a place name ᛫,N,~,NE+NE,,
steady,steadig,᛫ to stabilize ᛫ stable ᛫,V᛭AJ,~,NE,,
stealth,stealð,᛫ acting in secrecy and cautiousness ᛫,N,~,NE,"kin: ""steal""",
stealthy,stealðig,᛫ cautious and surreptitious ᛫,AJ,~,NE,,
steam,,᛫ water vapor ᛫ vapor ᛫ gas ᛫,N,~,NE,[OED],
stean,,᛫ an earthenware container for liquids or foods ᛫,N,~,NE,[MW],
steap,,᛫ a stoup ᛫ a drinking vessel ᛫ a cup ᛫ a flagon ᛫,N,stēap,OE,"""stoup"" is Norse",
stear,,᛫ history ᛫,N,stǣr{ἱστορία},OE‹I‹H,or: yorelore,
stearwit,stearƿit,᛫ a historian ᛫,N,stǣr+wite,OE‹I‹H+ME,or: yorewit,
steed,,᛫ a horse being ridden or available for riding ᛫,N,~,NE,,
steel bow,boƿ,᛫ a crossbow ᛫ an arbalest ᛫,N,~,NE,or: stockbow,
steen,,᛫ to groan or to rumble or to bellow or to bray loudly ᛫,V,stēnan,OE,,
steep,,᛫ to imbue ᛫ to soak ᛫ to fill with ᛫,V,~,NE,"""a city steeped in history"" ᛫ ",
steeple,steepel,᛫ a tower ᛫ a church tower ᛫ a spire ᛫,N,~[stẹ̄pel][stīpel/stēpel],NE,,
steer,,᛫ guidance ᛫ direction ᛫ a rule ᛫ a regulation ᛫ a restraint ᛫ a check ᛭ to direct ᛫,N᛭V,steor&steoran,OE&OE,,
steerer,,᛫ a director ᛫ a regulator ᛫ a moderator ᛫,N,steorend,OE,,
steet,,᛫ to strike ᛫ to thrust ᛫ to fall heavily ᛫ to push hard ᛫,V,stē̆ten,ME,,
stell,,᛫ to set up ᛫ to up-fix ᛫ to mount up ᛫ to place ᛫ to set ᛫ to put in place ᛫ to institute ᛫ to establish ᛫ to install ᛫,V,stellen,ME,,
stem,,᛫ a branch in a family ᛭ to descend ᛫ to derive ᛫,N᛭V,~,NE,,
stench,stenc,᛫ malodorousness or acridness ( of smell ) ᛫,N,~,NE,,
step,,᛫ stage ᛫ phase ᛫,N,~,NE,,
stepchild,stepcild,᛫ an orphan ᛫ a stepchild ᛫,N,~,ME&NE,orphan is the original meaning,
stepdown,stepdune,᛫ to resign ᛫,V,~,NE,,
stepwise,stepƿise,᛫ gradual ᛭ gradually ᛫,AJ᛭AV,~,NE,,
ster,,"᛫ ( agent suffix , formerly a feminine agent suffix ) ᛫",SUFFIX,~,NE,could be reverted to its old role as the feminine agent suffix,
stern,,᛫ serious ᛫ unfriendly ᛫ strict ᛫ severe ᛫,AJ,~,NE,,
steven,stefen,᛫ an appointed time ᛫ an appointment ᛫ a tryst ᛭ to set an appointment ᛫ to appoint ᛫,N᛭V,steven&stevenen,ME&ME,rhyme: seven,
steven,stefen,᛫ a voice ( whether human or animal ) ᛫ a voice ( grammatical term ) ᛫ a sung melody or tune ᛫ speech ᛭ to voice ᛫,N᛭V,~,NE,rhyme: seven,
stevenmeal,stefenmeal,᛫ by turns ᛫ alternatively ( as in alternating ) ᛫,AV,stefnmǣlum,OE,rhyme: seven-peel,
stew,steƿ,᛫ to restrain ᛫ to check ᛫,V,steuen,ME,,
steward,steƿard,᛫ a supervisor ᛫ a seneschal ᛭ to supervise ᛫,N᛭V,~,NE,,
stewardship,steƿardscip,᛫ supervision ᛫,N,~,NE,,
stick,,᛫ to stab ᛫ to pierce ᛫ to puncture ᛫ to fix ( to something ) ᛫ to adhere ᛫ to impale ᛫ to pin ᛫,V,~,NE,[OED],
stickle,stickel,᛫ a rapid ᛭ steep ᛫ sloping ᛫,N᛭AJ,~,NE,kin: stehhal (OHG),
stickle,stickel,᛫ to argue or contend stubbornly [ᚾ] ᛫ to raise objections ᛫ to scruple ᛫,V,~,NE,,
stickleback,stickelback,᛫ a Gasterosteidae fish [ᚹ] ᛫,N,~[stikel],NE,,
stickler,stickeller,᛫ a person who insists on a certain quality or type of behaviour ᛫ a referee ᛫ an umpire ᛫ a mediator ᛫ a moderator ᛫,N,~,NE,[OED] ᛫ used in Cornish Wrestling but formerly applied to other sports as well,
stickman,,᛫ a croupier ᛫ a stick figure ᛫,N,~,NE,[OED],
sticky,stickig,᛫ adhesive ᛫ viscous ᛫ viscid ᛫ glutinous ᛫,AJ,~,NE,[OED],
stiff,,᛫ rigid ᛫,AJ,~[stīf],NE,,
stiffness,,᛫ rigidity ᛫,N,~,NE,,
stight,stigt,᛫ to set in order ᛫ to arrange ᛫ to place ᛫,V,stighten[stihtan],ME,unrealistic/fanciful,
stightle,stigtel,᛫ to direct ᛫ to ordain ᛫ to arrange ᛫ to array ᛫ to govern ᛫ to rule ᛫ to manage ᛫,V,stightelen[stihtan],ME,,
stightler,stigteller,᛫ a director ᛫ a manager ᛫,N,stightelen+er,ME+NE,,
stightling,stigteling,᛫ management ᛫,N,stighteling,ME,,
stile,,᛫ a structure for surmounting things ( usually fences and walls ) ᛫,N,~,NE,,
still,,᛫ a photograph from a film ᛫,N,~,NE,,
stillness,,᛫ silence ᛫ absence of movement ᛫,N,~,NE,,
stilly,stillig,᛫ silent ᛫ calm ᛫,AJ,~,NE,[MW],
stilt,,᛫ a Recurvirostridae bird ᛫ a stilt ᛫ an avocet [ᚹ] ᛫,N,~,NE,,
sting,,᛫ to stab ᛫ to pierce ᛫ to prick ᛫,V,~[stingen],NE+ME,,
stink,,᛫ to have a bad odour ᛫,V,~,NE,,
stinkbird,,᛫ the Opisthocomus hoazin bird ᛫,N,~,NE,,
stinkbird,,᛫ a hoatzin ᛫ any bird that emits a smell strong enough to confuse or distract a birddog ᛫,N,~,NE,[MW],
stinking nightshade,nigtscade,᛫ henbane ( Hyoscyamus niger ) ᛫,N,~,NE,,
stinky,stinkig,᛫ malodorous odoriferous or acrid ( of smell ) ᛫,AJ,~,NE,,
stint,,᛫ an allotted period of time ᛫ limitation ᛫ restriction ᛭ to limit ᛫ restrain ᛫ discontinue ᛫ to staunch (a flow of liquid) ᛫ to assign to a task ᛫,N᛭V,stint&stinten[styntan],NE&ME,[OED],
stir,,᛫ to incite to action ᛫ to disturb ᛫ to move ᛫ to move about ᛫ to become active ᛫,V,~,NE,,
stirrup,,᛫ a stapes ( bone ) ᛫,N,~,NE,,
stitch,stic,᛫ a piece ᛫ a fragment ᛫ a part ᛫ a section of a text ᛫,N,stiche/stech[stycce],ME,"survives as: ""steck"" in Scots ᛫ kin: שטיק",
stitch,stic,᛫ a thread or wire fastening ᛫ a stabbing pain ᛫,N,~[stice],NE,,
stitchmeal,sticmeal,᛫ piecemeal ᛭ piecemeal ᛫,AJ᛭AV,styccemǣlum,OE,,
stithe,stiðe,᛫ hard ᛫ stiff ᛫ stubborn ᛫,AJ,stīþ,OE,,
stithy,stiðig,᛫ an anvil ᛫,N,~[stethi],NE‹N,[MW],
stoat,,᛫ a Mustela erminea animal ( a kind of weasel ) ᛫,N,~,NE‹?,,
stock,,᛫ a supply ᛫ a store of something ᛭ to supply ᛫ to store ᛫,N᛭V,~,NE,,
stock,,᛫ a stump ᛫ a tree trunk ᛫ a log ᛫ a block of wood ᛫ a post ᛫ a trestle ᛫ a handle ᛫ a torso ᛫ a lineage ᛫ a race ᛫ a species ᛫,N,stock&stok[stocc],NE&ME,,
stockroom,,᛫ a storeroom ᛫ a storage room ᛫,N,stock room,NE,[OED],
stocky,stockig,᛫ stout ᛫ sturdy ᛫,AJ,~,NE,[OED],
stodge,stodg,"᛫ heavy , filling , starchy food ᛫ a boring thing ᛫",N,~,NE,,
stold,,᛫ a settled place ᛫ a station ᛫ an abode ᛫,N,gesteald,OE,kin: 𐌲𐌰𐍃𐍄𐌰𐌻𐌳𐌰𐌽,
stonebaby,stonebabig,᛫ a lithopedion / lithopaedion ᛫,N,~,NE,,
stonebow,stoneboƿ,᛫ a natural stone arch ᛫,N,stānboga,OE,,
stonebuck,,᛫ an ibex ᛫,N,stanbucca,OE,also exists as a calque of German,
stonecarving,stonecarfing,᛫ a petroglyph ᛫ a statue of stone ᛫ a carving of stone ᛫,N,stone carving,NE,also can be thought of as a calque of petroglyph,
stonecoal,,᛫ anthracite ᛫ a hard variety of coal ᛫,N,~,NE,,
stonecraft,,᛫ masonry ᛫ the art or skill of working with stone ᛫,N,~,NE,,
stoned,,᛫ intoxicated ᛫ high on drugs ᛫,AJ,~,NE,,
stonedelf,,᛫ a quarry ᛫,N,stāngedelf,OE,,
stonedelve,stonedelf,᛫ to mine for stone ᛫,V,~,NE,,
stonefaw,stonefaƿ,᛫ paved ᛫ paved with stone ᛫,AJ,faw&stānfāh,NE&OE,,
stonehawk,stonehaƿk,᛫ a Falco columbarius bird ( a merlin ) ᛫,N,~,NE,,
stonehoney,stonehunnig,᛫ crystallized honey ᛫,N,stone-honey,NE,[OED],
stonelime,,᛫ cement ᛫ mortar ᛫,N,stānlīm,OE,,
stonelore,,᛫ petrology ᛫,N,stone+lore,NE×2,calque: petrology,
stonemint,,᛫ a Cunila origanoides plant ( American dittany ) ᛫,N,~,NE,,
stonen,,᛫ made of stone ᛫,AJ,~,NE,invented by William Barnes,
stonen,,᛫ to petrify ᛫,V,stone+en,NE×2,,
stonen,,᛫ to turn to stone ᛫ to petrify ᛫ to lithify ᛫,V,stone+en,NE+NE,,
stoner,,᛫ one who stones ᛫ a machine to remove pits from fruit ᛫ a frequent user of cannabis ᛫,N,~,NE,,
stonerock,,᛫ an obelisk ᛫,N,stānrocc,OE,,
stonewall,stoneƿall,᛫ an obstruction ᛫ a refusal to cooperate ᛭ to obstruct ᛫ to refuse to cooperate ᛫,N᛭V,~,NE,,
stonewalled,stoneƿalled,᛫ surrounded or defined in size and shape by a wall of stone ᛫,AJ,~,NE,,
stonework,stoneƿork,᛫ masonry ᛫,N,stone-work,NE,[OED],
stoneworker,stoneƿorker,᛫ a mason ᛫ a stonemason ᛫,N,stone-worker,NE,[OED],
stonewright,stoneƿrigt,᛫ a stonemason ᛫,N,stānwryhta,OE,,
stony,stonig,᛫ like stone ᛫ emotionless ᛫,AJ,~,NE,,
stool,,᛫ a chair ᛫ a pew ᛫ a seat of power ( figurative ) ᛫ an enclosed seat with a chamber pot ᛫ a chamber pot ᛫,N,stool&stọ̄l&stōl,NE&ME&OE,,
stoor,,᛫ powerful ᛫ fierce ᛫ cruel ᛫ severe ᛫,AJ,stọ̄r,ME,,
stoor,,᛫ incense ᛫ frankincense ᛫,N,stōr[storax?],ME‹I,,
stoorvat,stoorfatt,᛫ a censer ᛫,N,stōrfat[stōrfæt],ME,,
stopfire,,᛫ a ceasefire ᛫,N,~,NE,,
stopgap,,᛫ a short term solution ᛭ short-term ᛫ temporary ᛫,N᛭AJ,~,NE‹(E+N),,
storm,,᛫ a tempest ᛭ to tempest ᛫ to assault with large numbers ᛫,N᛭V,~,NE,,
stound,stund,᛫ a relatively short length of time ᛫ an hour [ᚹ] ᛫,N,stound,NE,,
stoundmeal,stundmeal,᛫ at intervals ᛫ alternatingly ᛫,AV,stundmǣlum,OE,,
stour,sture,᛫ a river ᛫,N,stour[stūr],ME,still found in a few names of rivers,
stoven,stofen,᛫ a stump ᛫,N,stō̆ven[stofn],ME,rhyme: oven?,
stow,stoƿ,᛫ a place ᛫ a location ᛭ to store ᛫ to lodge ᛫,N᛭V,~,NE,/stoʊ/,
strackledwales,strackelledƿales,᛫ the Celts of Strathclyde ᛫ Strathclyde ᛫,N(P),stræcledwalas,OE,,
straid,stragd,᛫ to strew ᛫ to scatter ᛫ to disperse ᛫,V,stregdan,OE,,
straightforward,straigtforƿard,᛫ direct ᛫,AJ,~,NE,,
strail,stragl,᛫ a blanket ᛫,N,strail[strǣl],ME,,
strake,,"᛫ a band or plate of iron used for various things ᛫ a streak ( of thread , light , mud , etc ) ᛫",N,strake&strāke,NE&ME,,
strand,,᛫ a beach ᛫,N,~,NE,,
strawberry moon,strawberrig,᛫ a full moon in June ᛫,N,~,NE,[CED],
streak,,᛫ a long thin line ᛫ a stroke ᛫ a series of successful deeds ᛫,N,~[strica],NE,,
streel,,᛫ an arrow ᛫ a round of ammunition [ᚹ] ᛭ to shoot ᛫,N᛭V,strele&strǣlian[strǣl],ME&OE,,
streelbearer,,᛫ an archer ᛫ an arrow-bearer ᛫,N,strǣlbora,OE,,
streeling,,᛫ radiation ᛫,N,strele+ing,ME+NE,calque: Strahlung,
streen,,᛫ parturition ᛫ generation ᛫ procreation ᛫ propagation ᛫ a lineage ᛫ an ancestry ᛭ to procreate ᛫ to propagate ᛫ to generate ᛫,N᛭V,strẹ̄n&strẹ̄nen[strēonan],ME&ME,"""strain"" seems to have French influence",
streen,,᛫ a couch ᛫ a sofa ᛫ a bed ᛫ a resting spot ᛫,N,strēon/strēowen,OE,,
streenenly,streenenlig,᛫ genitive ( grammar ) ᛫,AJ,gestrȳnedlīc{gestrēonan},OE,,
streener,,᛫ a procreator ᛫ a generator ᛫,N,strẹ̄nen+er,ME+NE,,
streeny,streenig,᛫ genetic ᛫ genetical ᛫,AJ,strain+y,NE×2,,
stretch,strec,᛫ to extend ᛫,V,~,NE,,
stretch,strec,᛫ strict ᛫ severe ᛫ rigorous ᛫ stern ᛫ hard ᛫,AJ,stræc{streche},OE,PTCP: straught/stretched,
strew,streƿ,᛫ to distribute randomly ᛫ to spread abroad ᛫,V,~,NE,,
strewn,streƿn,᛫ fragmented over an area ᛫ scattered ᛫,AJ,~,NE,,
strike,,᛫ to hit ᛫ to attack ᛫ to delete ᛫,V,~,NE,PST: struck ᛫ PTCP: stricken,
strikeharp,,᛫ a piano ᛫,N,strike+harp,NE×2,calque: slagharpa ᛫ or: slayharp (direct cognate calque),
strind,,᛫ a race ᛫ a clan ᛫ a lineage ᛫ a generation ᛫,N,strīnde,ME,,
string,,᛫ a series of things ᛫ a sequence ᛫,N,~,NE,,
strite,,᛫ an ostrich ᛫,N,strȳta,OE‹I?,,
strongbox,,᛫ a secure storage space ᛫ a safe ᛫ a safe deposit box ᛫ a coffer ᛫ ,N,~,NE‹(NE+NE‹‹I),[OED],
strongdrink,,᛫ liquor ᛫,N,strong drink,NE,,
stronghold,stronghold,᛫ a fortress ᛫,N,~,NE,,
stronghouse,stronghuse,᛫ a fortified or secure building ᛫,N,~,NE,[OED],
strongman,,᛫ a leader who rules with threats force or violence ᛫ a tyrant ᛫ a dictator ᛫ a despot ᛫,N,~,NE,,
strongroom,,᛫ a secure room ᛫ a vault ᛫ a panic room ᛫,N,~,NE,[OED],
strongwater,strongƿater,᛫ nitric acid ᛫,N,~,NE,,
strooth,strooð,᛫ marshy land overgrown with brushwood ᛫,N,strọ̄the[strōd/strōð],ME,,
stroud,strude,᛫ to plunder ᛫ to pillage ᛫ to defraud ᛫,V,strūdan,OE,,
strout,strute,᛫ contention ᛫ an argument ᛫,N,strǒut{strūtian},ME,,
stubborn,,᛫ obstinate ᛫,AJ,~[stibǒurne],NE‹?,,
